"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 02 08:31:57 IST 2023","Wed Aug 02 08:31:58 IST 2023","378","testCases","test_Login","Test_CredKart_Login","","","test_pageTitle_001",""
